Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,1.4189383,0.00029940062,-0.35018906,-37.333333333333336,-37.333333333333336,312.3333333333333
2000,1.4189383,0.0002982006,-0.27016485,-35.75,-35.75,361.0
3000,1.4189383,0.00029700057,-0.53379655,-48.0,-48.0,517.5
4000,1.4189383,0.00029580062,-0.22729908,22.833333333333332,22.833333333333332,323.0
5000,1.4189383,0.0002946006,-0.6188965,-18.75,-18.75,459.5
6000,1.4189383,0.0002934006,-0.3185438,37.0,37.0,339.6666666666667
7000,1.4189383,0.00029220062,-0.3216821,11.0,11.0,369.5
8000,1.4189383,0.00029100062,-0.26410174,-35.0,-35.0,329.0
9000,1.4189383,0.0002898006,-0.6537353,-163.75,-163.75,550.5
10000,1.4189383,0.00028860063,-0.42254537,-55.25,-55.25,435.0
11000,1.4189383,0.00028740062,-0.3577702,-34.0,-34.0,350.3333333333333
12000,1.4189383,0.00028620064,-0.1818573,14.5,14.5,296.0
13000,1.4189383,0.00028500063,-0.42822158,-64.5,-64.5,451.5
14000,1.4189383,0.00028380062,-0.23816165,14.666666666666666,14.666666666666666,295.3333333333333
15000,1.4189383,0.00028260064,-0.31207654,9.166666666666666,9.166666666666666,328.6666666666667
16000,1.4189383,0.00028140063,-0.313693,81.0,81.0,339.6666666666667
17000,1.4189383,0.00028020065,-0.25961563,28.5,28.5,303.5
18000,1.4189383,0.0002790006,-0.49625885,-18.5,-18.5,448.6666666666667
19000,1.4189383,0.00027780063,-0.28356922,-18.25,-18.25,329.0
20000,1.4189383,0.00027660062,-0.54125,-105.75,-105.75,467.5
21000,1.4189383,0.00027540064,-0.44160676,-21.0,-21.0,410.3333333333333
22000,1.4189383,0.00027420063,-0.3486328,-15.0,-15.0,419.0
